title,abstract,year,date,keywords,author,isbn,volume,pages,pid,type,periodical,related url,notes
Physical analysis of the genomes of hybrid phages between phage P1 and plasmid p15B,"The genomes of three plaque-forming recombinant phages between phage P1 and plasmid p15B were characterized by restriction cleavage analysis and electron microscopic heteroduplex studies. The structure of all three P1-15 hybrid genomes differs from that of P1 DNA in the res mod region coding for restriction and modification systems EcoP15 and EcoP1, respectively. P1-15 hybrid 2 shows an additional major difference to P1 around the site of the residential IS1 element of P1 and it does not carry an IS1 in its genome. © 1983 Academic Press Inc. (London) Ltd.",1983,1983-01-01T00:00:00Z,heteroduplex,"Meyer, J.",00222836 (ISSN),165,191-195,10.1016/s0022-2836(83)80250-2,Journal Article,Journal of Molecular Biology,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0021111765&doi=10.1016%2fS0022-2836%2883%2980250-2&partnerID=40&md5=3d703c097c119c1f553997573c4ab0d5,"Cited By :12 Export Date: 25 January 2021 CODEN: JMOBA Correspondence Address: Meyer, J.Department Microbiology Biozentrum University Basel Klingelbergstrasse 70, CH-4056 Basel, Switzerland Chemicals/CAS: DNA Restriction Enzymes, EC 3.1.21; DNA Transposable Elements; DNA, Recombinant; DNA, Viral; Nucleic Acid Heteroduplexes; Plasmids Funding details: Schweizerischer Nationalfonds zur Förderung der Wissenschaftlichen Forschung, SNF Funding text 1: The expert technical assistance of Margaretha St~lhammar-Carlemalm and Solveig Schrickel is gratefully acknowledged. We thank Tom Bickle for discussions and reading the manuscript. This work was supported by grant no. 3.479.79 from the Swiss National Science Foundation. References: Arber, Dussoix, (1962) J. Mol. Biol., 5, pp. 18-36; Arber, Wauters-Willems, (1970) Mol. Gen. Genet., 108, pp. 203-217; Bächi, Arber, (1977) Mol. Gen. Genet., 153, pp. 311-324; Chow, Broker, Kahmann, Kamp, (1978) Microbiology 1978, pp. 55-56. , D. Schlessinger, American Society for Microbiology, Bethesda; Hedges, Jacob, Barth, Günter, (1975) Mol. Gen. Genet., 141, pp. 263-267; Iida, (1980) Plasmid, 3, pp. 278-290; Iida, Arber, (1979) Mol. Gen. Genet., 173, pp. 249-261; Iida, Arber, (1980) Mol. Gen. Genet., 177, pp. 261-270; Iida, Meyer, (1979) Experientia, 35, p. 968; Iida, Meyer, Arber, (1978) Plasmid, 1, pp. 357-365; Iida, Meyer, Arber, (1980) Cold Spring Harbor Symp. Quant. Biol., 45, pp. 27-43; Iida, Meyer, Arber, (1981) Mol. Gen. Genet., 184, pp. 1-10; Iida, Meyer, Bächi, Stålhammar-Carlemalm, Schrickel, Bickle, Arber, (1983) J. Mol. Biol., 165, pp. 1-18; Ikeda, Tomizawa, (1968) Cold Spring Harbor Symp. Quant. Biol., 33, pp. 791-798; Ikeda, Inuzuka, Tomizawa, (1970) J. Mol. Biol., 50, pp. 457-470; Kleckner, Chan, Tye, Botstein, (1975) J. Mol. Biol., 97, pp. 561-575; Lederberg, (1957) Virology, 3, pp. 496-513; Lee, Ohtsubo, Deonier, Davidson, (1974) J. Mol. Biol., 89, pp. 585-597; Meyer, Iida, (1979) Mol. Gen. Genet., 176, pp. 209-219; Mural, Chesney, Vapnek, Kraft, Scott, (1979) Virology, 93, pp. 387-397; Scott, (1970) Virology, 41, pp. 66-71; Sternberg, Hamilton, Austin, Yarmolinsky, Hoess, Site-specific Recombination and Its Role in the Life Cycle of Bacteriophage P1 (1980) Cold Spring Harbor Symposia on Quantitative Biology, 45, pp. 297-309; Yun, Vapnek, (1977) Virology, 77, pp. 376-385"
,,,,recombinant DNA,"Iida, S.",,,,,,,,
,,,,restriction endonuclease,"Arber, W.",,,,,,,,
,,,,virus DNA,,,,,,,,,
,,,,article,,,,,,,,,
,,,,coliphage,,,,,,,,,
,,,,electron microscopy,,,,,,,,,
,,,,Escherichia coli,,,,,,,,,
,,,,genetics,,,,,,,,,
,,,,hybridization,,,,,,,,,
,,,,plasmid,,,,,,,,,
,,,,transposon,,,,,,,,,
,,,,virus gene,,,,,,,,,
,,,,Coliphages,,,,,,,,,
,,,,DNA Restriction Enzymes,,,,,,,,,
,,,,DNA Transposable Elements,,,,,,,,,
,,,,"DNA, Recombinant",,,,,,,,,
,,,,"DNA, Viral",,,,,,,,,
,,,,"Genes, Viral",,,,,,,,,
,,,,"Hybridization, Genetic",,,,,,,,,
,,,,"Microscopy, Electron",,,,,,,,,
,,,,Nucleic Acid Heteroduplexes,,,,,,,,,
,,,,Plasmids,,,,,,,,,
,,,,"Support, Non-U.S. Gov't",,,,,,,,,
Electron microscopic approaches to the study of bacterial DNA organization,,1988,1988-01-01T00:00:00Z,bacterial dna,"Meyer, J.",02651351 (ISSN),5,68-73,,Journal Article,Microbiological Sciences,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0023937112&partnerID=40&md5=0764c333c0cabed7ac1de286c7fb900f,"Cited By :7 Export Date: 25 January 2021 CODEN: MISCE Correspondence Address: Switzerland Chemicals/CAS: Chromatin; DNA, Bacterial; DNA, Viral; DNA-Binding Proteins"
,,,,bacteriophage,"Schulz-Gahmen, B. A.",,,,,,,,
,,,,genetic engineering,,,,,,,,,
,,,,nonhuman,,,,,,,,,
,,,,rna genome,,,,,,,,,
,,,,short survey,,,,,,,,,
,,,,ultrastructure,,,,,,,,,
,,,,Chromatin,,,,,,,,,
,,,,DNA Replication,,,,,,,,,
,,,,"DNA, Bacterial",,,,,,,,,
,,,,"DNA, Viral",,,,,,,,,
,,,,DNA-Binding Proteins,,,,,,,,,
,,,,"Microscopy, Electron",,,,,,,,,
,,,,Nucleic Acid Conformation,,,,,,,,,
,,,,Nucleic Acid Denaturation,,,,,,,,,
,,,,Protein Binding,,,,,,,,,
,,,,"Sequence Homology, Nucleic Acid",,,,,,,,,
,,,,"Support, Non-U.S. Gov't",,,,,,,,,
,,,,"Transcription, Genetic",,,,,,,,,
Visualization of RNA polymerase bound to R-loop molecules improves electron microscopic analysis of in vitro transcription,"An electron microscope method is described which allows improved analysis of in vitro transcription. Transcription complexes are fixed with glutaraldehyde, subjected to R-loop conditions which allow the nascent RNA chains to hybridize to the DNA templates, and mounted for electron microscopy by a protein-free preparation method. An RNA polymerase molecule (or parts of it) associated with only one end of the R-loop identifies the polarity of the transcript, thus determining the origin and direction of transcription. The method was evaluated using known in vitro promoters on the bacteriophage P1 genome and was used for mapping of additional promoters in their vicinity. © 1986.",1986,1986-01-01T00:00:00Z,DNA,"Meyer, J.",08891605 (ISSN),96,189-193,10.1016/0889-1605(86)90020-0,Journal Article,Journal of Ultrastructure Research and Molecular Structure Research,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0022740870&doi=10.1016%2f0889-1605%2886%2990020-0&partnerID=40&md5=95b4623605cd283d37d3d52e7dc2b3e4,"Cited By :3 Export Date: 25 January 2021 CODEN: JUMRE Correspondence Address: Meyer, J.; Department of Microbiology, Biozentrum, University of Basel, Klingelbergstrasse 70, CH-4056 Basel, Switzerland Chemicals/CAS: DNA, 9007-49-2; DNA, 9007-49-2; DNA-Directed RNA Polymerases, EC 2.7.7.6 Funding details: Schweizerischer Nationalfonds zur Förderung der Wissenschaftlichen Forschung, SNF Funding text 1: We thank Werner Arber for continuous support and encouragement and Christine R. Brack and Thomas A. Bickle for helpful discussions and comments on the manuscript. This work was supported by grants from the Swiss National Science Foundation. References: Arcidiacono, Stasiak, Koller, 7th Europ. Congr. Electron Microsc. Foundation (1980) Electron Microscopy 1980, 2, pp. 516-523. , P. Brederoo, W. De Priester, Leiden, The Netherlands; Berk, Sharp, (1977) Cell, 12, pp. 721-732; Bordier, Dubochet, (1974) Eur. J. Biochem, 44, pp. 617-624; Botchan, (1976) J. Mot. Biol, 105, pp. 161-176; Brack, (1979) Proc. Natl. Acad. Sci. USA, 76, pp. 3164-3168; Coetzee, Pretorius, (1979) J. Ultrastruct. Res, 67, pp. 33-39; Davis, Hyman, Physical Locations of the in vitro RNA Initiation Site and Termination Sites of T7M DNA (1970) Cold Spring Harbor Symposia on Quantitative Biology, 35, pp. 269-281; Delius, Westphal, Axelrod, (1973) J. Mol. Biol, 74, pp. 677-687; Giacomoni, Delain, Lepecq, (1977) Eur. J. Biochem, 78, pp. 205-213; Iida, Meyer, Baechi, Stålhammar-carlemalm, Schrickel, Bickle, Arber, (1983) J. Mol. Biol, 165, pp. 1-18; Klaus, Vogel, Gautschi, Stalhammar-Carlemalm, Meyer, (1983) Mol. Gen. Genet, 189, pp. 21-26; Kleinschmidt, (1968) Methods in Enzymology, 12, pp. 361-377. , L. Grossman, K. Moldave, Academic Press, New York; Koller, Kuebler, Portmann, Sogo, (1978) J. Mol. Biol, 120, pp. 121-131; Koller, Sogo, Bujard, (1974) Biopolymers, 13, pp. 995-1009; Lindquist, Williams, (1979) Virology, 96, pp. 274-276; Meyer, Stålhammar-Carlemalm, Iida, (1981) Virology, 110, pp. 167-175; Meyer, Gautschi, Stalhammar-Carlemalm, Stoerl, Klaus, (1983) Gene, 23, pp. 25-34; Mural, Chesney, Vapnek, Kropf, Scott, (1979) Virology, 93, pp. 387-397; Portmann, Sogo, Koller, Zillig, (1974) FEBS Lett, 45, pp. 64-67; Rassart, Spencer, Zollinger, (1979) J. Virol, 29, pp. 179-184; Scott, (1968) Virology, 36, pp. 564-574; Sogo, Inciarte, Corral, Vinuela, Salas, RNA Polymerase binding sites and transcription map of the DNA of Bacillus subtilis phage φ29 (1979) Journal of Molecular Biology, 127, pp. 411-436; Stueber, Bujard, (1981) Proc. Natl. Acad. Sci. USA, 78, pp. 167-171; Stueber, Delius, Bujard, (1978) Mol. Gen. Genet, 166, pp. 141-149; Thomas, White, Davis, (1976) Proc. Natl. Acad. Sci. USA, 73, pp. 2294-2298; Vollenweider, Sogo, Koller, (1975) Proc. Natl. Acad. Sci. USA, 72, pp. 83-87; Vollenweider, Szybalski, (1978) J. Mol. Biol, 123, pp. 485-498; Williams, Chamberlin, (1977) Proc. Natl. Acad. Sci. USA, 74, pp. 3740-3744; Williams, Fisher, Electron microscopic determination of the preferential binding sites of Escherichia coli RNA polymerase to φX174 replicative form DNA (1980) Journal of Molecular Biology, 140, pp. 335-339; Yarmolinsky, (1984) Genetic Maps 1984, 3, pp. 42-54. , S.J. O'Brien, Cold Spring Harbor Laboratory, Cold Spring Harbor, NY"
,,,,DNA directed RNA polymerase,"Stålhammar-Carlemalm, M.",,,,,,,,
,,,,DNA Directed RNA Polymerases,,,,,,,,,
,,,,article,,,,,,,,,
,,,,bacteriophage,,,,,,,,,
,,,,electron microscopy,,,,,,,,,
,,,,Escherichia coli,,,,,,,,,
,,,,genetic transcription,,,,,,,,,
,,,,in vitro study,,,,,,,,,
,,,,metabolism,,,,,,,,,
,,,,methodology,,,,,,,,,
,,,,Bacteriophages,,,,,,,,,
,,,,DNA-Directed RNA Polymerases,,,,,,,,,
,,,,In Vitro,,,,,,,,,
,,,,"Microscopy, Electron",,,,,,,,,
,,,,"Support, Non-U.S. Gov't",,,,,,,,,
,,,,"Transcription, Genetic",,,,,,,,,
Denaturation Maps of Bacillus-Licheniformis Phages Lp52 and Theta Dnas,,1986,1986-01-01T00:00:00Z,Genetics & Heredity,"Meyer, J.",0378-1119,41,327-329,10.1016/0378-1119(86)90115-0,Journal Article,Gene,<Go to ISI>://WOS:A1986C057300024,"ISI Document Delivery No.: C0573 Times Cited: 3 Cited Reference Count: 16 Cited References: DELIUS H, 1976, Journal of General Virology, V33, P125, DOI 10.1099/0022-1317-33-1-125 DOSKOCIL J, 1978, MOL GEN GENET, V160, P311, DOI 10.1007/BF00332974 DOSKOCIL J, 1981, MOL GEN GENET, V182, P125, DOI 10.1007/BF00422778 Fiandt M, 1971, BACTERIOPHAGE LAMBDA, P329 FORSTOVA J, 1982, MOL GEN GENET, V187, P138, DOI 10.1007/BF00384397 HIGHTON PJ, 1975, VIROLOGY, V63, P438, DOI 10.1016/0042-6822(75)90316-5 INMAN RB, 1967, J MOL BIOL, V28, P103, DOI 10.1016/S0022-2836(67)80081-0 KLAUS S, 1983, MOL GEN GENET, V189, P21, DOI 10.1007/BF00326050 LUDVIK J, 1977, VIROLOGY, V77, P872, DOI 10.1016/0042-6822(77)90510-4 MEYER J, 1981, VIROLOGY, V110, P167, DOI 10.1016/0042-6822(81)90018-0 MEYER J, 1983, GENE, V23, P25, DOI 10.1016/0378-1119(83)90213-5 MEYER J, 1980, MOL GEN GENET, V178, P471, DOI 10.1007/BF00270502 SCHNOS M, 1970, J MOL BIOL, V51, P61, DOI 10.1016/0022-2836(70)90270-6 STORCHOVA H, 1985, MOL GEN GENET, V199, P476, DOI 10.1007/BF00330761 THORNE CB, 1976, MICROBIOLOGY 1976, P303 VOLLENWEIDER HJ, 1978, J MOL BIOL, V123, P485 Meyer, j stalhammarcarlemalm, m storchova, h doskocil, j STORCHOVA, Helena/F-4723-2010 STORCHOVA, Helena/0000-0001-6701-179X 3 0 Elsevier Amsterdam 1879-0038"
,,,,,"Stalhammarcarlemalm, M.",,,,,,,,
,,,,,"Storchova, H.",,,,,,,,
,,,,,"Doskocil, J.",,,,,,,,
"Sequence Relations among the Incy Plasmid P15b, P1, and P7 Prophages",,1986,1986-01-01T00:00:00Z,Genetics & Heredity,"Meyer, J.",0147-619X,16,81-89,10.1016/0147-619x(86)90066-1,Journal Article,Plasmid,<Go to ISI>://WOS:A1986D922000001,"ISI Document Delivery No.: D9220 Times Cited: 21 Cited Reference Count: 56 Cited References: ABELES AL, 1984, J MOL BIOL, V173, P307, DOI 10.1016/0022-2836(84)90123-2 ARBER W, 1970, MOL GEN GENET, V108, P203, DOI 10.1007/BF00283350 ARBER W, 1979, COLD SPRING HARB SYM, V43, P1197, DOI 10.1101/SQB.1979.043.01.136 ARBER W, 1980, COLD SPRING HARB SYM, V45, P38 AUSTIN S, 1983, J MOL BIOL, V169, P373, DOI 10.1016/S0022-2836(83)80056-4 AUSTIN S, 1983, J MOL BIOL, V169, P353, DOI 10.1016/S0022-2836(83)80055-2 AUSTIN SJ, 1985, J MOL BIOL, V183, P195, DOI 10.1016/0022-2836(85)90212-8 BACHI B, 1977, MOL GEN GENET, V153, P311, DOI 10.1007/BF00431596 BACHI B, 1979, J MOL BIOL, V128, P143, DOI 10.1016/0022-2836(79)90123-2 BERTANI G, 1951, J BACTERIOL, V62, P293, DOI 10.1128/JB.62.3.293-300.1951 Botstein D., 1983, LAMBDA, P365, DOI [10.1002/jobm.19840240415, DOI 10.1002/JOBM.19840240415] BROKER TR, 1977, J MOL BIOL, V113, P579, DOI 10.1016/0022-2836(77)90223-6 CASPERS P, 1984, MOL GEN GENET, V196, P68, DOI 10.1007/BF00334094 CHESNEY RH, 1975, VIROLOGY, V67, P375, DOI 10.1016/0042-6822(75)90439-0 CHOW LT, 1978, MICROBIOLOGY 1978, P55 COWAN JA, 1981, PLASMID, V6, P202, DOI 10.1016/0147-619X(81)90067-6 COZZARELLI NR, 1968, P NATL ACAD SCI USA, V60, P992, DOI 10.1073/pnas.60.3.992 DAVIS RW, 1971, J MOL BIOL, V62, P287, DOI 10.1016/0022-2836(71)90428-1 DAVIS RW, 1971, METHOD ENZYMOL, V21, P413 HADI SM, 1983, J MOL BIOL, V165, P19, DOI 10.1016/S0022-2836(83)80240-X HEDGES RW, 1975, MOL GEN GENET, V141, P263, DOI 10.1007/BF00341804 HEFFRON F, 1979, CELL, V18, P1153, DOI 10.1016/0092-8674(79)90228-9 HIESTANDNAUER R, 1983, EMBO J, V2, P1733, DOI 10.1002/j.1460-2075.1983.tb01650.x IIDA S, 1979, MOL GEN GENET, V173, P249, DOI 10.1007/BF00268635 IIDA S, 1980, COLD SPRING HARB SYM, V45, P27, DOI 10.1101/SQB.1981.045.01.006 IIDA S, 1983, J GEN MICROBIOL, V129, P1217 IIDA S, 1981, MOL GEN GENET, V184, P1, DOI 10.1007/BF00271186 IIDA S, 1984, COLD SPRING HARB SYM, V49, P769, DOI 10.1101/SQB.1984.049.01.087 IIDA S, 1978, PLASMID, V1, P357, DOI 10.1016/0147-619X(78)90051-3 IIDA S, 1982, EMBO J, V1, P1445, DOI 10.1002/j.1460-2075.1982.tb01336.x IIDA S, 1981, J GEN MICROBIOL, V126, P413 IIDA S, 1985, MOL GEN GENET, V201, P174, DOI 10.1007/BF00425656 IIDA S, 1985, VIROLOGY, V143, P347, DOI 10.1016/0042-6822(85)90123-0 IIDA S, 1984, VIROLOGY, V134, P421, DOI 10.1016/0042-6822(84)90309-X IIDA S, 1985, J GEN MICROBIOL, V131, P129 IIDA S, 1983, J MOL BIOL, V165, P1, DOI 10.1016/S0022-2836(83)80239-3 IKEDA H, 1970, J MOL BIOL, V50, P457, DOI 10.1016/0022-2836(70)90204-4 IKEDA H, 1968, COLD SPRING HARB SYM, V33, P791, DOI 10.1101/SQB.1968.033.01.091 JARVIS AW, 1986, APPL ENVIRON MICROB, V51, P566, DOI 10.1128/AEM.51.3.566-571.1986 KUPERSZTOCH YM, 1973, BIOCHEM BIOPH RES CO, V54, P1451, DOI 10.1016/0006-291X(73)91149-2 LEE HJ, 1974, J MOL BIOL, V89, P585, DOI 10.1016/0022-2836(74)90037-0 MEYER J, 1981, VIROLOGY, V110, P167, DOI 10.1016/0042-6822(81)90018-0 MEYER J, 1979, MOL GEN GENET, V176, P209, DOI 10.1007/BF00273215 MEYER J, 1983, J MOL BIOL, V165, P191, DOI 10.1016/S0022-2836(83)80250-2 MEYER J, 1980, MOL GEN GENET, V178, P471, DOI 10.1007/BF00270502 PRENTKI P, 1977, MOL GEN GENET, V152, P71, DOI 10.1007/BF00264942 Scott J R, 1980, Curr Top Microbiol Immunol, V90, P49 SCOTT JR, 1977, VIROLOGY, V76, P39, DOI 10.1016/0042-6822(77)90279-3 SMITH HW, 1972, NATURE-NEW BIOL, V238, P205, DOI 10.1038/newbio238205a0 STERNBERG N, 1981, PLASMID, V5, P20, DOI 10.1016/0147-619X(81)90075-5 STERNBERG N, 1983, ANNU REV GENET, V17, P123, DOI 10.1146/annurev.ge.17.120183.001011 STORCHOVA H, 1985, MOL GEN GENET, V199, P476, DOI 10.1007/BF00330761 WALKER DH, 1976, J VIROL, V19, P271, DOI 10.1128/JVI.19.1.271-274.1976 WANDERSMAN C, 1977, VIROLOGY, V77, P386, DOI 10.1016/0042-6822(77)90435-4 YARMOLINSKY M, 1984, GENETIC MAPS 1984, V3, P42 YUN T, 1977, VIROLOGY, V77, P376, DOI 10.1016/0042-6822(77)90434-2 Meyer, j stalhammarcarlemalm, m streiff, m iida, s arber, w 21 0 Academic press inc elsevier science San diego 1095-9890"
,,,,Microbiology,"Stalhammarcarlemalm, M.",,,,,,,,
,,,,,"Streiff, M.",,,,,,,,
,,,,,"Iida, S.",,,,,,,,
,,,,,"Arber, W.",,,,,,,,
Vinculin-lipid monolayer interactions: A model for focal contact formation,"Vinculin-lipid interactions were investigated in a modified Lang-muir trough. Provided proper conditions, vinculin had the potential to penetrate into phospholipid monolayers and to form rigid, cohesive protein films even at phospholipid monolayer pressures similar to those assumed to exist in living cell membranes. The equilibrium constant for this reaction was estimated to be on the order of 2.5 x 10-9 to 2.2 x 10-7 mol/liter (for pressures between 25 and 35 mN/m). Penetration velocity depended on lipid composition: it was high with acidic phospholipids, intermediate with mixtures of acidic and neutral phospholipids, and low with neutral phospholipids. Electron microscopy of freeze-dried/metal-shadowed vinculin films, recovered from the phospholipid monolayer surface, revealed relatively tightly packed globular particles, 13 to 18 nm in diameter, on average significantly larger than the particles seen in glycerol-sprayed and rotary metal-shadowed preparations of soluble vinculin. The lipid monolayer penetration ability of vinculin appears to depend on its conformation. Acid treatment or low salt buffers induced reversible changes in vinculin conformation such that it abolished its lipid penetration potential. These conformational changes could be documented by both circular dichroism and fluorescence spectroscopy. These results indicate that in the focal contact area vinculin may act like a 'glue' and link, in a reversible way, stress fibers of cultured cells via their anchor proteins to the extracellular matrix.",1989,1989-01-01T00:00:00Z,amphitropic proteins,"Meyer, R. K.",01719335 (ISSN),50,491-499,,Journal Article,European Journal of Cell Biology,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0024801473&partnerID=40&md5=d83bce8207a6329898440e621d67af10,"Cited By :6 Export Date: 25 January 2021 CODEN: EJCBD Correspondence Address: Meyer, R.K.; M.E. Muller-Institut, Klingelbergstrasse 70, CH-4056 Basel, Switzerland Chemicals/CAS: Cytoskeletal Proteins; Membrane Lipids; Phospholipids; Vinculin, 125361-02-6"
,,,,Cytoskeleton,,,,,,,,,
,,,,cytoskeleton-membrane interactions,,,,,,,,,
,,,,membrane anchoring,,,,,,,,,
,,,,protein-lipid interactions,,,,,,,,,
,,,,vinculin,,,,,,,,,
,,,,article,,,,,,,,,
,,,,biological model,,,,,,,,,
,,,,lipid monolayer,,,,,,,,,
,,,,priority journal,,,,,,,,,
,,,,protein lipid interaction,,,,,,,,,
,,,,ultrastructure,,,,,,,,,
,,,,"Chemistry, Physical",,,,,,,,,
,,,,Circular Dichroism,,,,,,,,,
,,,,Cytoskeletal Proteins,,,,,,,,,
,,,,"Electrophoresis, Polyacrylamide Gel",,,,,,,,,
,,,,Membrane Lipids,,,,,,,,,
,,,,"Membranes, Artificial",,,,,,,,,
,,,,"Microscopy, Electron",,,,,,,,,
,,,,"Models, Biological",,,,,,,,,
,,,,Phospholipids,,,,,,,,,
,,,,Protein Conformation,,,,,,,,,
,,,,"Spectrometry, Fluorescence",,,,,,,,,
,,,,"Support, Non-U.S. Gov't",,,,,,,,,
Particle counting by fluorescence correlation spectroscopy. Simultaneous measurement of aggregation and diffusion of molecules in solutions and in membranes,"A method for simultaneous determination of molar weights (M) and lateral diffusion constants (D) of particles in three- and two-dimensional systems is described. Spontaneous concentration fluctuations in space and time are analyzed, by monitoring fluctuations in the fluorescence from fluorescein-labeled molecules (1 dye/molecule is sufficient), excited by a rotating laser spot. For particles in solution, M values are determined over the range of 3 x 10(2) to 3 x 10(11) daltons, and D values can be determined from approximately 10(-7) to 10(-10) cm2/s. The time for a determination is approximately 1 min. Aggregation can be followed by changes of either M or D. This method is used to study the calcium dependence of vesicle aggregation or fusion, and the time course of aggregate formation of porin (an Escherichia Coli outer membrane protein) in lipid monolayers. Essential parameters for the development of the method are described. Equations to estimate the signal-to-noise ratios and to find the optimal free parameters for a specific application are derived. The theoretical predictions for the correlation function of the signal and for the signal-to-noise ratio are compared with observed values. © 1988, The Biophysical Society. All rights reserved.",1988,1988-01-01T00:00:00Z,article,"Meyer, T.",00063495 (ISSN),54,983-993,10.1016/s0006-3495(88)83036-4,Journal Article,Biophysical Journal,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0024222682&doi=10.1016%2fS0006-3495%2888%2983036-4&partnerID=40&md5=bf92bc27ae7b8a5a8de48a42dd92fbc6,"Cited By :47 Export Date: 25 January 2021 Correspondence Address: Meyer, T.; Department of Biophysical Chemistry, Switzerland Chemicals/CAS: Solutions"
