title,abstract,year,date,keywords,author,isbn,volume,pages,pid,type,periodical,related url,notes
Properties and structure of a gene 24-controlled T4 giant phage,"Giant T4 bacteriophage were found by Doermann et al. (1973a) with point mutants in gene 23 and by Cummings et al. (1973) after l-canavanine induction followed by an arginine chase. We now find T4 giant phage with 14 out of 15 tested temperature-sensitive mutants in gene 24 grown at intermediate temperatures between 33 °C and 37 °C. For one of these mutants, T4,24(tsB86), we found that (a) the optimum temperature for giant phage production is 34.8 °C, (b) the head-length distribution peaks sharply between 10 and 12 normal T4 phage head lengths, (c) about 75% of our giant phage have two tails, (d) the buoyant density in CsCl is greater than that of normal phage, (e) they are infectious and show an increased u.v. resistance, (f) their sodium dodecyl sulphate gel electrophoresis pattern is qualitatively similar to that of normal T4 phage, although the relative intensities of some of the bands are different, showing for example, a decreased P24* P23*† † P23, P24, product of gone 23, gene 24 etc. ratio, (g) optical diffraction and filtering of the flattened cylindrical part of the giant heads show a p6 surface net with a lattice constant of approximately 130 Å, a unique u v ratio of 15 5 and a capsomer morphology of the type 1 + 6 + 6. Mixed infections with T4 wild type and T4.24(amN65) also yield giant phage. These are produced in highest amounts with a multiplicity of infection ratio of 5:5; no giants are observed at ratios of 1:9 or 9:1, suggesting that their formation may be caused by a dosage effect of P24. © 1976.",1976,1976-01-01T00:00:00Z,bacteriophage,"Bijlenga, R. K. L.",00222836 (ISSN),103,469-498,10.1016/0022-2836(76)90213-8,Journal Article,Journal of Molecular Biology,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0017186129&doi=10.1016%2f0022-2836%2876%2990213-8&partnerID=40&md5=e25787b54beb06c1a9d5cf9c325256c7,"Cited By :34 Export Date: 25 January 2021 CODEN: JMOBA Correspondence Address: Bijlenga, R.K.L.Department Microbiology Biozentrum der Universitat Basel Klingelbergstrasse 70, 4056 Basel, Switzerland Chemicals/CAS: DNA, Viral; Viral Proteins Funding text 1: Vf’c are grateful t,o Beatrice t-en Hnggeler for providing the excellent’ micrographs used in this paper for the optical diffraction and filtering studies. Dr M. Yanagida is t,hanked foi several valuable ideas given to us during his short stay in Basel. Drs P. R. Smith and A. C. St,even provided many helpful suggestions after critically reading t,he manuscript,. This work was support,ed in part. hy a grant, from the Swiss National Fund for Scirntjific. Ii~cwwI~l~hn o. 3.922.72. References: Aebi, Smith, Dubochet, Henry, Kellenberger, (1973) J. Supramol. Struct, 1, pp. 498-521; Aebi, Bijlenga, van den Broek, van den Broek, Eiserling, Kellenberger, Kollenberger, Steven, (1974) J. Supramol. Struct, 2, pp. 253-275; Bijlenga, Scraba, Kellenberger, (1973) Virology, 56, pp. 250-267; Bijlenga, van den Broek, Kellenberger, (1974) Nature (London), 249, pp. 825-827; Bijlenga, van den Broek, Kellenberger, (1974) J. Supramol. Struct, 2, pp. 45-59; Black, Ahmad-Zadeh, (1971) J. Mol. Biol, 57, pp. 71-92; Bolin, Cummings, (1974) J. Virol, 13, pp. 1378-1391; Branton, Klug, Capsid geometry of bacteriophage T2: a freeze-etching study (1975) Journal of Molecular Biology, 92, pp. 559-565; Coppo, Manzi, Pulitzer, Takahashi, (1973) J. Mol. Biol, 76, pp. 61-87; Cummings, Chapman, DeLong, (1973) Virology, 54, pp. 245-261; DeRosier, Klug, (1972) J. Mol. Biol, 65, pp. 469-488; Doermann, Eiserling, Boehner, (1973) J. Virol, 12, pp. 374-385; Doermann, Eiserling, Boehner, (1973) Virus Research, pp. 243-257. , C.F. Fox, W.S. Robinson, Academic Press, New York; Dubochet, Kellenberger, (1972) Microscopica Acta, 72, pp. 119-130; Dunker, (1974) J. Virol, 14, pp. 878-885; Eiserling, Geiduschek, Epstein, Metter, (1970) J. Virol, 6, pp. 865-876; Fairbanks, Levinthal, Reeder, (1965) Biochem. Biophys. Res. Commun, 20, pp. 393-399; Favre, Boy de la Tour, Segrè, Kellenberger, (1965) J. Ultrastruct. Res, 13, pp. 318-342; Greenwood, Hunter, Glover, (1963) Biochem. J, 89, pp. 114-123; Horwitz, Bacteriophage T4 mutants deficient in alteration and modification of the Escherichia coli RNA polymerase (1974) Journal of Molecular Biology, 90, pp. 739-750; Ishii, Yanagida, (1975) J. Mol. Biol, 97, pp. 655-660; Kellenberger, Arber, (1957) Virology, 3, pp. 245-255; Kellenberger, Edgar, (1971) The Bacteriophage Lambda, pp. 271-295. , A.D. Hershey, Cold Spring Harbor Laboratory, New York; Kellenberger, Kellenberger-van der Kamp, (1970) FEBS Letters, 8, pp. 140-144; Kellenberger, Eiserling, Boy de la Tour, Studies on the morphopoiesis of the head of phage T-even III. The cores of head-related structures (1968) Journal of Ultrastructure Research, 21, pp. 335-360; King, Lenk, Botstein, (1973) J. Mol. Biol, 80, pp. 697-731; Klug, Berger, (1964) J. Mol. Biol, 10, pp. 565-569; Krimm, Anderson, (1967) J. Mol. Biol, 27, pp. 197-202; Laemmli, (1970) Nature (London), 227, pp. 680-685; Laemmli, Eiserling, (1968) Mol. Gen. Genet, 101, pp. 333-345; Laemmli, Johnson, Maturation of the head of bacteriophage T4 (1973) Journal of Molecular Biology, 80, pp. 601-611; Laemmli, Mölbert, Showe, Kellenberger, Form-determining function of the genes required for the assembly of the head of bacteriophage T4 (1970) Journal of Molecular Biology, 49, pp. 99-113; Laemmli, Paulson, Hitchins, (1974) J. Supramol. Struct, 2, pp. 276-301; Leonard, Kleinschmidt, Agabian-Keshishian, Shapiro, Maizel, Jr, (1972) J. Mol. Boil, 71, pp. 201-216; Luria, Dulbecco, (1949) Genetics, 34, pp. 93-125; Markham, Hitchborn, Hills, Frey, (1964) Virology, 22, pp. 342-355; Moody, (1967) J. Mol. Biol, 25, pp. 167-200; Moody, (1971) First Euro. Biophys. Congr, pp. 543-546. , Broda et al., Verlag d Med. Akad, Baden/Vienna; Moody, (1971) Phil. Trans. Roy. Soc. ser. B, 261, pp. 181-195; Reid, Bieleski, (1968) Anal. Biochem, 22, pp. 374-381; Showe, Black, (1973) Nature New Biol, 242, pp. 70-75; Showe, Kellenberger, (1975) Control Processes in Virus Multiplication, pp. 407-438. , D.C. Burke, W.C. Russel, Cambridge University Press, London; Simon, (1972) Proc. Nat. Acad. Sci., U.S.A, 69, pp. 907-911; Snustad, (1966) Genetics, 54, pp. 923-935; Steven, Aebi, Showe, (1976) J. Mol. Biol, 102, pp. 373-408; Tsugita, Black, Showe, (1975) J. Mol. Biol, 98, pp. 271-275; Uhlenhopp, Zimm, Cummings, (1974) J. Mol. Biol, 89, pp. 689-702; Vanderslice, Yegian, (1974) Virology, 60, pp. 265-275; Williams, Fisher, (1970) J. Mol. Biol, 52, pp. 121-123; Yanagida, Boy de la Tour, Alff-Steinberger, Kellenberger, (1970) J. Mol. Biol, 50, pp. 35-58; Yanagida, De Rosier, Klug, (1972) J. Mol. Biol, 65, pp. 489-499"
,,,,virus mutation,"Aebi, U.",,,,,,,,
,,,,Coliphages,"Kellenberger, E.",,,,,,,,
,,,,DNA Replication,,,,,,,,,
,,,,"DNA, Viral",,,,,,,,,
,,,,Escherichia coli,,,,,,,,,
,,,,Genes,,,,,,,,,
,,,,Mathematics,,,,,,,,,
,,,,Molecular Weight,,,,,,,,,
,,,,Mutation,,,,,,,,,
,,,,Nucleic Acid Conformation,,,,,,,,,
,,,,Protein Conformation,,,,,,,,,
,,,,Radiation Effects,,,,,,,,,
,,,,Species Specificity,,,,,,,,,
,,,,Temperature,,,,,,,,,
,,,,Ultraviolet Rays,,,,,,,,,
,,,,Viral Proteins,,,,,,,,,
,,,,Virus Replication,,,,,,,,,
Complete primary structure of the small outer capsid (soc) protein of bacteriophage T4,"The head shell of bacteriophage T4 contains most likely only five different protein species: gp20, gp23*, gp24*, hoc and soc. Only gp23*, the major head protein, hoc and soc are found in the tubular part of elongated capsids of giant bacteriophage T4. Giant T2 bacteriophages contain only gp23* in their tubular part. This difference between T2 and T4 bacteriophages correlates with some of their physico-chemical properties like instability/stability, respectively of the capsid to dissociation at higher pH or in the presence of detergents. In an attempt to understand this phenomenon at a molecular level, we present in this paper the complete primary structure of soc protein and discuss its relevance to future work. © 1978.",1978,1978-01-01T00:00:00Z,animal experiment,"Bijlenga, R. K. L.",00222836 (ISSN),120,249-263,10.1016/0022-2836(78)90066-9,Journal Article,Journal of Molecular Biology,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0017802211&doi=10.1016%2f0022-2836%2878%2990066-9&partnerID=40&md5=1e3a142a41605f738b6826563934b47c,"Cited By :6 Export Date: 25 January 2021 CODEN: JMOBA Correspondence Address: Bijlenga, R.K.L.; Department of Microbiology Biozentrum der Universität Basel, Klingelbergstrasse 70, 4056 Basel, Switzerland Chemicals/CAS: Chymotrypsin, EC 3.4.21.1; Peptide Fragments; Peptide Hydrolases, EC 3.4; Trypsin, EC 3.4.21.4; Viral Proteins Funding text 1: This work was supported (grant no. 3.639.75). References: Aebi, Bijlenga, ten Heggeler, Kistler, Steven, Smith, Comparison of the structural and chemical composition of giant T-even phage heads (1976) Journal of Supramolecular Structure, 5, pp. 475-495; Aebi, van Driel, Bijlenga, ten Heggeler, van den Broek, Steven, Smith, (1977) J. Mol. Biol, 110, pp. 687-698; Atassi, Habeeb, [49] Reaction of proteins with citraconic anhydride (1972) Methods Enzymol, 35, pp. 546-553; Bijlenga, Aebi, Kellenberger, (1976) J. Mol. Biol, 103, pp. 469-498; Braunitzer, Schrank, Ruhfus, (1970) Hoppe-Seyler's Z. Physiol.Chem, 351, pp. 1589-1590; Butler, Harris, Hartley, Leberman, (1969) Biochem. J, 112, pp. 679-689; Chou, Fasman, (1974) Biochemistry, 13, pp. 222-245; Dickson, Barnes, Eiserling, (1970) J. Mol. Biol, 53, pp. 461-474; Doermann, Eiserling, Boehner, (1973) J. Virol, 12, pp. 374-385; Edgar, Wood, (1966) Proc. Nat. Acad. Sci., U.S.A, 55, p. 498; Epstein, Bolle, Steinberg, Kellenberger, Boy de la Tour, Chevally, Edgar, Lielausis, Physiological Studies of Conditional Lethal Mutants of Bacteriophage T4D (1963) Cold Spring Harbor Symposia on Quantitative Biology, 28, pp. 375-394; van Eerd, Takahashi, (1976) Biochemistry, 15, pp. 1171-1180; Frank, Strubert, (1973) Chromatographia, 6, pp. 522-524; Goodwin, Morton, (1946) Biochem. J, 40, pp. 628-632; Hirs, The oxidation of ribonuclease with performic acid. (1956) J Biol Chem, 219, pp. 611-621; Hosoda, Cone, (1970) Proc. Nat. Acad. Sci., U.S.A, 66, pp. 1275-1281; Howard, Drapeau, Staphylococcal Protease: A Proteolytic Enzyme Specific for Glutamoyl Bonds (1972) Proceedings of the National Academy of Sciences, 69, pp. 3506-3509; Inouye, Okada, Tsugita, (1970) J. Biol. Chem, 245, pp. 3439-3454; Ishii, Yanagida, (1975) J. Mol. Biol, 97, pp. 655-660; Ishii, Yanagida, (1977) J. Mol. Biol, 109, pp. 487-514; Isobe, Black, Tsugita, (1976) Proc. Nat. Acad. Sci., U.S.A, 73, pp. 4205-4209; Katsura, Tsugita, (1977) Virology, 76, pp. 129-145; Kellenberger, Kellenberger-van der Kamp, (1970) FEBS Letters, 8, pp. 140-144; Kulbe, (1974) Anal. Biochem, 59, pp. 564-573; Laemmli, (1970) Nature (London), 227, pp. 680-685; Laemmli, Eiserling, (1968) Mol. Gen. Genet, 101, pp. 333-345; Moore, Stein, (1963) Methods in Enzymology, 6, pp. 819-831. , S.P. Colowick, N.D. Kaplan, Academic Press, New York; Müller-Salamin, Onorato, Showe, Localization of minor protein components of the head of bacteriophage T4. (1977) J Virol, 24, pp. 121-134; Sanger, Tuppy, (1951) Biochem. J, 49, pp. 463-481; Schnltz, Allison, Grice, (1962) Biochemistry, 1, pp. 694-698; Spackmann, Stein, Moore, (1958) Anal. Biochem, 53, pp. 624-628; Tsugita, Gish, Young, Fraenkel-Conrat, Knight, Stanley, THE COMPLETE AMINO ACID SEQUENCE OF THE PROTEIN OF TOBACCO MOSAIC VIRUS (1960) Proceedings of the National Academy of Sciences, 46, pp. 1463-1469; Yanagida, (1977) J. Mol. Biol, 109, pp. 515-537"
,,,,bacteriophage,"Ishii, T.",,,,,,,,
,,,,escherichia coli,"Tsugita, A.",,,,,,,,
,,,,in vitro study,,,,,,,,,
,,,,virus capsid,,,,,,,,,
,,,,Amino Acid Sequence,,,,,,,,,
,,,,Capsid,,,,,,,,,
,,,,Chymotrypsin,,,,,,,,,
,,,,Coliphages,,,,,,,,,
,,,,Peptide Fragments,,,,,,,,,
,,,,Peptide Hydrolases,,,,,,,,,
,,,,"Support, U.S. Gov't, Non-P.H.S.",,,,,,,,,
,,,,Trypsin,,,,,,,,,
,,,,Viral Proteins,,,,,,,,,
Structure of cytochrome c oxidase from baker's yeast-a progress report. Preparation of four subunits for amino acid sequence determination and attempts to localize the cytochrome c binding site,"Cytochrome c oxidase from the inner membrane of yeast mitochondria consists of seven nonidentical protein subunits, three being synthesized on mitochondrial ribosomes (molecular weights I: 43 K, II: 34 K, and III: 24 K) and four being made on cytoplasmic ribosomes (molecular weights IV: 14 K, V: 12 K, VI: 12 K, and VII: 4.5 K). In the present study all four cytoplasmically synthesized subunits of the enzyme were isolated on a large scale using ion exchange chromatography and gel filtartion. Their amino acid composition as well as their amino- and carboxy-terminal amino acid residues have been determined. Sequence determinations of sub-units IV and VI are already in an advanced state. The sequence of subunit VI is characterized by a large amino-terminal stretch dominated by charged amino acid residues followed by a cluster of hydrophobic amino acids. The binding site of yeast cytochrome oxidase for cytochrome c was studied by chemical crosslinking experiments. The formation of a disulfide bridge between the two proteins was observed by using cytochrome c from yeast modified with 5-thionitrobenzoate at the cysteinyl residue in position 107. Alternatively, a disulfide between yeast cytochrome c and the oxidase could be formed directly by oxidation with copper phenanthroline. Gel electrophoresis of the crosslinked complexes in sodium dodecyl sulfate revealed a new protein band with an apparent molecular weight of 38 K. This new band appears to be derived from cytochrome c and from subunit III of cytochrome oxidase. © 1977 Dr. W. Junk b.v. Publishers.",1977,1977-01-01T00:00:00Z,cytochrome c oxidase,"Birchmeier, W.",03008177 (ISSN),14,81-86,10.1007/bf01734168,Journal Article,Molecular and Cellular Biochemistry,,"Cited By :3 Export Date: 25 January 2021 CODEN: MCBIB Correspondence Address: Birchmeier, W.; Department of Biochemistry, Klingelbergstrasse 70, Basel, CH-4056, Switzerland Chemicals/CAS: cytochrome c oxidase, 72841-18-0, 9001-16-5; Cytochrome c, 9007-43-6; Cytochrome-c Oxidase, EC 1.9.3.1; Macromolecular Systems References: Schatz, G., Mason, T.L., The Biosynthesis of Mitochondrial Proteins (1974) Annual Review of Biochemistry, 43, pp. 51-87; Mason, T.L., Schatz, G., (1973) J. Biol. Chem., 248, pp. 1355-1360; Rubin, M.S., Tzagoloff, A., (1973) J. Biol. Chem., 248, pp. 4275-4279; Tzagoloff, A., Meagher, P., (1972) J. Biol. Chem., 247, pp. 594-603; Weiss, H., Ziganke, B., (1974) Eur. J. Biochem., 41, pp. 63-71; Mason, T.L., Poyton, R.O., Wharton, D.C., Schatz, G., (1973) J. Biol. Chem., 248, pp. 1346-1354; Rubin, M.S., Tzagoloff, A., (1973) J. Biol. Chem., 248, pp. 4269-4274; Poyton, R.O., Schatz, G., (1974) J. Biol. Chem., 250, pp. 752-761; Eytan, G.D., Schatz, G., (1975) J. Biol. Chem., 250, pp. 767-774; Deters, D. E., Müller, U. and Homberger, H., 1975. Anal. Biochem., in press; Ellman, G.L., (1959) Arch. Biochem. Biophys., 82, pp. 70-77; Birchmeier, W., Wilson, K.J., Christen, P., Cytoplasmic aspartate aminotransferase: syncatalytic sulfhydryl group modification. (1973) J Biol Chem, 248, pp. 1751-1755; Wang, K., Richards, F.M., (1974) J. Biol. Chem., 249, pp. 8005-8018; Capaldi, R.A., Vanderkooi, G., (1972) Proc. Natl. Acad. Sci. USA, 69, pp. 903-932; Narita, K., Titani, K., Yaoi, Y., Murakami, H., Kimura, M., Vanecek, J., (1936) Biochim. Biophys. Acta, 73, pp. 670-673; Narita, K., Titani, K., Yaoi, Y., Murakami, H., (1963) Biochim. Biophys. Acta, 77, pp. 688-690; Dickerson, R.E., Takano, T., Eisenberg, D., Kallai, O.B., Saon, L., Cooper, A., Margoliash, E., (1971) J. Biol. Chem., 246, pp. 1511-1535; Dickerson, R. E.: Scientific American, p. 58–70 (April 1972); Eytan, G., Caroll, R. C., Schatz, G. and Racker, E., 1976. J. Biol. Chem., in pressUR - https://www.scopus.com/inward/record.uri?eid=2-s2.0-0017581630&doi=10.1007%2fBF01734168&partnerID=40&md5=825e7c71dbf3083028fbdbab9afb31e9"
,,,,enzyme,,,,,,,,,
,,,,amino acid sequence,,,,,,,,,
,,,,in vitro study,,,,,,,,,
,,,,microorganism,,,,,,,,,
,,,,saccharomyces cerevisiae,,,,,,,,,
,,,,theoretical study,,,,,,,,,
,,,,Binding Sites,,,,,,,,,
,,,,Cytochrome c,,,,,,,,,
,,,,Cytochrome-c Oxidase,,,,,,,,,
,,,,Macromolecular Systems,,,,,,,,,
,,,,Membranes,,,,,,,,,
,,,,Mitochondria,,,,,,,,,
,,,,"Support, U.S. Gov't, Non-P.H.S.",,,,,,,,,
"An Antigenic Polypeptide Fragment Isolated from Tetanus Toxin: Chemical Characterization, Binding to Gangliosides and Retrograde Axonal Transport in Various Neuron Systems","Abstract— The isolation and purification of an antigenic polypeptide fragment from tetanus toxin is described. The main physico‐chemical, chemical, immunological, and pharmacological characteristics of this fragment, designated as B‐IIb fraction, are reported. It is a polypeptide with a molecular weight close to 46,000. Its amino acid composition is on the whole comparable with that of the toxin. It contains one disulphide link and two free sulphhydryl groups which are not directly available for reaction. Tyrosine and lysine were found to be the two N‐terminal groups. However, that B‐IIb fraction has a subchain structure is still to be demonstrated. There is some evidence that B‐IIb fraction may consist of ‘isofragments’. This toxin fragment shows a cross‐reaction with intact toxin and a specific flocculating activity of about three times that of the latter. In contrast, however, B‐IIb fraction exhibits a specific toxicity approximately one hundred thousand times lower than the intact toxin. Although practically atoxic, this toxin fragment is still able to bind to gangliosides with an affinity which is even greater than that of the toxin. It is also capable of migrating towards the central nervous system by a mechanism of retrograde axonal transport as shown in peripheral adrenergic, sensory and motoneurons. These unique features of B‐IIb fraction are discussed in relation to the use of such fragments both for competing in vivo with the attachment of the toxin in the central nervous system and for specifically carrying therapeutic and pharmacological drugs into the central nervous system by neural route. Copyright © 1977, Wiley Blackwell. All rights reserved",1977,1977-01-01T00:00:00Z,ganglioside,"Bizzini, B.",00223042 (ISSN),28,529-542,10.1111/j.1471-4159.1977.tb10423.x,Journal Article,Journal of Neurochemistry,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0017596090&doi=10.1111%2fj.1471-4159.1977.tb10423.x&partnerID=40&md5=02f191e00525cd0d514e55c9845ed0eb,"Cited By :89 Export Date: 25 January 2021 Correspondence Address: Bizzini, B.; Department of Protein Chemistry, , Paris, France Chemicals/CAS: Amino Acids; Antigens; Gangliosides; Peptides; Tetanus Toxin References: Bizzini, B., Raynaud, M., (1975) Annls Inst. Pasteur, Paris, 126, pp. 159-176; Bizzini, B., Raynaud, M., (1975), pp. 631-637. , Proc. 4th Int. Conf Tetanus, Dakar, 1975. pp., (Edited by Fondation Mérieux, Lyon); Bizzini, B., Blas, J., Turpin, A., Raynaud, M., (1970) Eur. J. Biochem, 176, pp. 100-105; Bizzini, B., Turpin, A., Raynaud, M., (1973) Eur. J. Biochem, 39, pp. 171-181; Bizzini, B., Raynaud, M., (1974) C.r. hebd Séanc. Acad. Sci., Paris, 279, pp. 1809-1812. , serie D; Cohen, H., Nagel, J., van der Veer, M., Peetoom, F., (1970) J. Immunol, 104, pp. 1417-1423; Craven, C.J., Dawson, D.J., (1973) Biochim. biophys. Acta, 317, pp. 277-285; Crestfield, A.M., Moore, S., Stein, W.H., (1963) J. biol. Chem, 238, pp. 622-627; Cuatrecasas, P., Parikh, I., Hollenberg, M.D., (1973) Biochemistry, Easton, 12, pp. 4253-4264; Davis, B.J., (1964) Ann. N.Y. Acad. Sci, 121, pp. 404-427; Erdmann, G., Wiegand, H., Wellhöner, H.H., (1975) Naunyn-Schmiedeberg's Arch. exp. Path. Pharmak, 290, pp. 357-373; Gammack, D.B., (1963) Biochem. J, 88, pp. 373-383; Greenwood, F.C., Hunter, W.M., Glover, J.S., (1963) Biochem. J, 89, pp. 114-127; Habeeb, A.F.S.A., (1966) Biochim. biophys. Acta, 115, pp. 440-454; Habermann, E., (1973) Med. Microbiol. Immunol, 159, pp. 89-100; Habermann, E., (1976) Naunyn-Schmiedeberg's Arch. exp. Path. Pharmak, 293, pp. 1-9; Helting, T., Zwisler, O., (1974) Biochem. biophys. Res. Commun, 57, pp. 1263-1270; Kryzhanovsky, G.N., (1973) Naunyn-Schmiedeberg's Arch. exp. Path. Pharmak, 276, pp. 247-270; Kryzhanovsky, G.N., Alekseev, L.P., Rozanov, A.Ya., (1970) Byull. eksp. biol. Med, 70, pp. 1036-1038; Kryzhanovsky, G.N., Alekseev, L.P., Ya, K.A., Tarkhanova, I.A., (1972) Byull. eksp. biol. Med, 74, pp. 66-69; Matsuda, M., Yoneda, M., (1974) Biochem biophys. Res. Commun, 57, pp. 1257-1262; Matsuda, M., Yoneda, M., (1975) Infect. and Immun, 12, pp. 1147-1153; Matsuda, M., Yoneda, M., (1976) Biochem. biophys. Res. Commun, 68, pp. 668-674; Mellanby, J., Pope, D., Ambache, N., (1968) J. gen. Microbiol, 50, pp. 479-486; Moore, S., (1972) Chemistry and Biology of Peptides, pp. 629-653. , Meienhofer J., Ann Arbor, Michigan; Mueller, J.H., Miller, P.A., (1954) J. Bact, 67, pp. 271-277; Nagel, J., Cohen, H., (1973) J. Immunol, 110, pp. 1388-1393; Peetoom, F., van der Veer, M., (1967), p. 237. , Proc. Int. conf Tetanus, Bern, 1966., ed, Huber H., Bern; Price, D.L., Griffin, J., Young, A., Peck, K., Stocks, A., (1975) Science, N.Y, 188, pp. 945-947; Raynaud, M., Turpin, A., Girard, O., Bizzini, B., (1973) J. biol. Standard, 1, pp. 293-303; Schwank, R.T., Munkres, K.D., (1971) Analyt. Biochem, 39, pp. 462-477; Sica, V., Nola, E., Parikh, I., Puca, G.A., Cuatrecasas, P., (1973) Nature, New Biol, 244, pp. 36-39; Sica, V., Parikh, I., Nola, E., Puca, G.A., Cuatrecasas, P., (1973) J. biol. Chem, 248, pp. 6543-6558; Stoeckel, K., Schwab, M., Thoenen, H., (1975) Brain Res, 99, pp. 1-16; van Heyningen, W.E., (1963) J. gen. Microbiol, 31, pp. 375-387; van Heyningen, W.E., Mellanby, J., (1973) Naunyn-Schmiedeberg's Arch. exp. Path. Pharmak, 276, pp. 297-302; Weber, K., Osborn, M., (1969) J. biol. Chem, 244, pp. 4406-4412; Weiner, A.M., Platt, T., Weber, K., (1972) J. biol. Chem, 247, pp. 3242-3251; Wherrett, J.R., Cumings, J.N., (1963) Biochem. J, 86, pp. 378-382; Zappacosta, S., Rossi, G., (1967) Immunochemistry, 4, pp. 122-125"
,,,,radioisotope,"Stoeckel, K.",,,,,,,,
,,,,tetanus toxin,"Schwab, M.",,,,,,,,
,,,,axoplasm flow,,,,,,,,,
,,,,clostridium tetani,,,,,,,,,
,,,,column chromatography,,,,,,,,,
,,,,drug analysis,,,,,,,,,
,,,,drug comparison,,,,,,,,,
,,,,drug distribution,,,,,,,,,
,,,,drug isolation,,,,,,,,,
,,,,drug protein binding,,,,,,,,,
,,,,drug structure,,,,,,,,,
,,,,drug toxicity,,,,,,,,,
,,,,immunology,,,,,,,,,
,,,,microorganism,,,,,,,,,
,,,,nerve cell,,,,,,,,,
,,,,nerve fiber transport,,,,,,,,,
,,,,pharmacokinetics,,,,,,,,,
,,,,polypeptide i 125,,,,,,,,,
,,,,rat,,,,,,,,,
,,,,tetanus toxin i 125,,,,,,,,,
,,,,theoretical study,,,,,,,,,
,,,,Amino Acids,,,,,,,,,
,,,,Animal,,,,,,,,,
,,,,Antigens,,,,,,,,,
,,,,Axonal Transport,,,,,,,,,
,,,,"Chromatography, Affinity",,,,,,,,,
,,,,"Chromatography, Gel",,,,,,,,,
,,,,Cross Reactions,,,,,,,,,
,,,,"Electrophoresis, Polyacrylamide Gel",,,,,,,,,
,,,,Gangliosides,,,,,,,,,
,,,,Immunodiffusion,,,,,,,,,
,,,,In Vitro,,,,,,,,,
,,,,Isoelectric Focusing,,,,,,,,,
,,,,Molecular Weight,,,,,,,,,
,,,,Peptides,,,,,,,,,
,,,,Protein Binding,,,,,,,,,
,,,,Rats,,,,,,,,,
Cell culture in serum depleted of glycosidases by heating,"Sera commonly used for tissue culture are rich in glycosidases. Horse, calf and fetal calf sera contain one, two and five activities, respectively, which hydrolyse the appropriate p-nitrophenylglycosides at rates greater than 1 nmole/h/mg protein. As these enzymes could potentially degrade glycoproteins and glycolipids which might be related to growth or differentiation, we eliminated them from the serum by treatment at 62 °C. The ability of heated sera to support cell growth and differentiation was tested with a number of cell lines and with primary muscle cells, and was found to be largely unaltered. Normal and transformed mouse fibroblasts were not further affected by growth in the presence of different monosaccharides and glycosides which further inhibit the low levels of glycosidase activity resistant to heating. We conclude that cell growth, growth control and myoblast differentiation are unrelated to the levels of these enzymes. © 1977.",1977,1977-01-01T00:00:00Z,glucosidase,"Bloch, R.",00144827 (ISSN),104,143-152,10.1016/0014-4827(77)90077-5,Journal Article,Experimental Cell Research,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0017325702&doi=10.1016%2f0014-4827%2877%2990077-5&partnerID=40&md5=383c07113b2adb9a5898bca59646a0c2,"Cited By :5 Export Date: 25 January 2021 CODEN: ECREA Correspondence Address: Bloch, R.; Department of Biochemistry, Biocenter of the University of Basel, Basel, 4056, Switzerland Chemicals/CAS: glucosidase, 9033-06-1; Culture Media; Glycoside Hydrolases, EC 3.2.1. Funding details: National Institutes of Health, NIH, 402-01 Funding details: 3.1330.73 Funding text 1: We gratefully acknowledget he advice of Drs M. B. Hatten, D. Toniolo, R. Mannino and D. Monard, given generouslyd uringt he course of this work, and the useful commentso n-them anuscriptb y Dr J. Rosenbusch. We also thank M. Grob, V. Schlup, R. Imhof and V. Sttickelbergerf or their expert maintenanceo f the tissue culturef acilities. Our researchh as been supportedb y a postdoctoral fellowshio to R. B. from the NIH (No. l-F02-GM-55. 402-01)a nd by a project grant to M. M. B. from the Swiss National Foundation( No. 3.1330.73). References: Talmadge, Burger, MTP international review of science (1975) Biochemistry of carbohydrates, 5, pp. 49-93. , 2nd edn, WJ Whelan, Biochemistry series one, Butterworths, London; Roseman, (1970) Chem phys lipids, 5, p. 270; Bloch, R & Burger, M M. In preparation; Fischbach, (1972) Dev biol, 28, p. 407; Richter, Yaffe, (1970) Developmental Biology, 23, p. 1; Li, Li, (1972) Methods in enzymology, 28, p. 128. , 2nd edn, V Ginsburg, Academic Press, New York; Bailey, (1967) Techniques in protein chemistry, p. 340. , 2nd edn, Elsevier, New York; Mead, Smith, Williams, (1955) Biochem j, 61, p. 569; Bloch, Burger, (1974) Fed eur biochem soc lett, 44, p. 286; Bloch, Burger, (1974) Biochem biophys res commun, 58, p. 13; Watkins, Morgan, (1955) Nature, 175, p. 676; Verpoorte, (1974) Biochemistry, 13, p. 793; Lieberman, Eto, (1957) J biol chem, 225, p. 899; Scher, Todaro, (1971) Exp cell res, 68, p. 479; Smith, Scher, Todaro, (1971) Virology, 44, p. 359; Reinwald, Green, (1974) Cell, 2, p. 287; Chang, Geyer, (1957) Proc soc exp biol med, 96, p. 336. , 1st edn; Eagle, Barblan, Levy, Schulze, (1958) J biol chem, 233, p. 551; Bailey, Gey, Gey, (1959) J biol chem, 234, p. 1042; Bosmann, (1972) Biochim biophys acta, 264, p. 339"
